PICKING,VIN,MODELO,COLOR,DEALER,CLIENTE FINAL,PROVEDOR,UBICACIÓN ESUM,Fecha Despacho,Destino,REALIZADO,UBICACION VARI,Estado CC,QUE REPROCESO FALTA,REPROCESO PINTURA,REPROCESO REPUESTOS,TALLER,FUE CONVERTIDO A GLP,UBICACIÓN MAPEADA-APP,HORA REGISTRADA,ENTREGA-REVO Y ESSA,REVISION-REVO Y ESSA,OBSERVACION - REVO Y ESSA,ENTREGA-EMSA Y ASSA,REVISION-EMSA Y ASSA,OBSERVACION - EMSA Y ASSA
,LS4ASL2E0TE495236,NEW V5 1.5 MEC PLUS,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,13/3/2026,ZONA AASA,NO,B3 1 C,Para validar,Completo,PINTURA: Asientos de última fila descolorido | Pantalla de radio con rayaduras | Pantalla central con rayaduras | Asiento posterior con decolorado,REPUESTO: Cromo de Mascara delantera careada y abollada,VARI BIRRAK,,Acondicionado,2026-03-13T18:34:00.937Z,,,,1era Entrega,,
,LS4ASL2E9TE495333,"NEW V3 1,5 MEC FULL",BLANCO,EAFC MAQUISISTEMA S.A.,VENTA MAQUI GLP,SUM,ZONA,13/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,-,,-,-,,,,,,
,HJRPBGGB7TB035633,DASHING 1.6T 4X2 7DCT B ACP,ROJO,HS TALLERES S.R.L.,VENTA HS TALLERES,SUM,LISTOS - REVISADO,14/3/2026,DESPACHO,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:19:30.805Z,,,,1era Entrega,Rechazado,Rayadura en el enbellecedor del  madio. lado izquierdo
,LVTDB11B2TDB38574,X50 1.5L 4X2 5MT CONFORT,BLANCO,HS TALLERES S.R.L.,VENTA HS TALLERES,SUM,LISTOS - REVISADO,14/3/2026,DESPACHO,PREPARADO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:32:44.821Z,,,,2da Entrega,,
,LVTDB21BXTDB39073,X50 1.5T 4X2 6DCT LIMITED,BLANCO,HS TALLERES S.R.L.,VENTA HS TALLERES,SUM,LISTOS - REVISADO,14/3/2026,DESPACHO,PREPARADO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:33:11.298Z,,,,,,
,HJRPBGFA3TB035587,DASHING 1.5T 4X2 6MT CONFORT ACP B,NEGRO,HS TALLERES S.R.L.,VENTA HS TALLERES,SUM,ZONA,13/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Quiñe en llave plateada | Moldura de parabrisas LH raspado | Tratamiento de pintura carrocería | Rayaduras en interior de puerta piloto | Interior de tapiz puerta piloto rayado,REPUESTO: ,VARI BIRRAK,,Control de calidad,2026-03-13T07:14:01.981Z,,,,2da Entrega,Aceptado,
,LS4ASL2E8TE533408,NEW V5 1.5 MEC PLUS,PLATA,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:29:46.072Z,,,,,,
,LVTDB11B4VDC01239,X50 1.5L 4X2 5MT CONFORT,PLATA,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,13/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Filo de puerta Del LH con quiñe,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:54:26.222Z,,,,,,
,LVTDB11B7VDC01218,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 20 - 26,2026-03-13T09:33:24.587Z,,,,,,
,LVTDB11B4VDC01208,X50 1.5L 4X2 5MT CONFORT,BLANCO,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,13/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Capot con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:29:47.433Z,,,,,,
,LVTDB11B5VDC01220,X50 1.5L 4X2 5MT CONFORT,BLANCO,AUTOCAMIONES DEL CENTRO S.A.C,VENTA AUTOCAMIONES,SUM,LISTOS,14/3/2026,DESPACHO,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Moldura de Puerta interior DLH con rayadura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:32:16.389Z,,,,,,
,LVTDB11B6VDC01260,X50 1.5L 4X2 5MT CONFORT,PLATA,AUTOCAMIONES DEL CENTRO S.A.C,VENTA AUTOCAMIONES,SUM,LISTOS,14/3/2026,DESPACHO,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Llave blanca con mancha,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:23:45.706Z,,,,,,
,LVTDB11B8VDC01180,X50 1.5L 4X2 5MT CONFORT,NEGRO,PANDERO S.A. EAFC,VENTA PANDERO,SUM,LISTOS,13/3/2026,ZONA AASA,PREPARADO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera lh con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 20 - 18,2026-03-13T16:20:50.721Z,,,,1era Entrega,,
,LVTDB11B5VDC01251,X50 1.5L 4X2 5MT CONFORT,PLATA,AUTOCAMIONES DEL CENTRO S.A.C,VENTA AUTOCAMIONES,SUM,LISTOS,14/3/2026,DESPACHO,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera lh con abolladura | Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:28:20.138Z,,,,,,
,LVTDB11B5VDC01203,X50 1.5L 4X2 5MT CONFORT,BLANCO,AUTOCAMIONES DEL CENTRO S.A.C,VENTA AUTOCAMIONES,SUM,LISTOS,14/3/2026,DESPACHO,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Tapiz puerta delantera lh raspado | Quiñe en filo de marco delantero lh,REPUESTO: ,VARI BIRRAK,,Isla 3 - FILA 06,2026-03-13T11:10:51.816Z,,,,,,
,LVTDB11B8VDC01194,X50 1.5L 4X2 5MT CONFORT,NEGRO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,13/3/2026,ZONA AASA,NO,,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera lh con abolladura | Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:32:11.318Z,,,,,,
,LVTDB11B9VDC01219,X50 1.5L 4X2 5MT CONFORT,BLANCO,AION S.A.C.,VENTA AION,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,PLATAFORMA 8 - 1 P,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 20 - 23,2026-03-13T16:18:27.224Z,,,,2da Entrega,,
,LVTDB11B8VDC01230,X50 1.5L 4X2 5MT CONFORT,PLATA,AION S.A.C.,VENTA AION,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 A 2 A,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:41:36.384Z,,,,,,
,LS4ASL2E6TE158487,NEW V7 1.6 MEC PLUS,BLANCO,HS TALLERES S.R.L.,ADELANTO PDI ZI - HS TALLERES,SUM,ZONA,13/3/2026,ZONA AASA,NO,TARJA ,Reproceso,Falta: Reproceso Repuestos,PINTURA: Grumos en carrocería | Interior de capot oxidado | Techo con oxido,REPUESTO: Abolladura máscara,VARI BIRRAK,,Zona revo,2026-03-13T09:58:02.451Z,,,,2da Entrega,Aceptado,
,LS4ASL2E7TE158496,NEW V7 1.6 MEC PLUS,BLANCO,HS TALLERES S.R.L.,ADELANTO PDI ZI - HS TALLERES,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,TARJA ,Reproceso,Falta: Reproceso Pintura,PINTURA: Qñ capot | Ray en prta Pilot y post lh | Qñ filo prta post lh | Oxido en  techo | Oxido en panel post lh,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:32:56.965Z,,,,2da Entrega,Rechazado,"Fallo pintura capot lh
Carrocería con múltiples puntos de óxido
Múltiples arañones carrocería lh
Quiñe filo de puerta plh
Techo oxidado"
,LS4ASL2E6TE158490,NEW V7 1.6 MEC PLUS,BLANCO,HS TALLERES S.R.L.,ADELANTO PDI ZI - HS TALLERES,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,TARJA ,Para validar,Completo,"PINTURA: Qñ gf post rh | Qñ , mancha de óxido  parachoque posterior",REPUESTO: ,VARI BIRRAK,,Isla 20 - 18,2026-03-13T16:21:07.701Z,,,,2da Entrega,Rechazado,"Guarda fango prh grumos
Quiñe y abolladura puerta maletera
Óxido en poste posterior lh
Carrocería con múltiples manchas de óxido"
,LS4ASL2E8TE520609,NEW V3 1.5 MEC FULL,PLATA,AUTOS DEL SUR S.A.C.,VENTA AUTOS DEL SUR,SUM,ZONA,13/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Para validar,Completo,PINTURA: Qñ prta copiloto,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:17:11.441Z,,,,2da Entrega,Aceptado,
,LS4ASL2E0TE533158,NEW V3 1.5 MEC CONFORT,BLANCO,IWAGEN S.A.C.,VENTA IWAGEN,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Para validar,Completo,PINTURA: Ray capot | Qñ parte superior puerta maletera | Ray inter Pilot | Falla de pintura estribo Pilot | Qñ estribo post rh,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:24:09.185Z,,,,2da Entrega,Rechazado,"Rayadura capot 
Quiñe parte superior parte inferior
Rayadura puerta piloto parte inferior
Fallo pintura estribo rh"
,LVTDB21B4VDC01344,X50 1.5T 4X2 6DCT LIMITED,BLANCO,AUTOS DEL SUR S.A.C.,"VENTA AUTOS DEL SUR 30.01|
",SUM,ZONA,13/3/2026,ZONA AASA,NO,COLA DE LAVADO SUM ,Para validar,Completo,PINTURA: ,REPUESTO: Cinturón de seguridad suelto,VARI BIRRAK,,Isla 14,2026-03-13T08:22:25.234Z,,,,2da Entrega,Aceptado,
,LVTDB11B4VDC01290,X50 1.5L 4X2 5MT CONFORT,GRIS OSCURO,GACSA PERU S.A.C.,VENTA GACSA,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,NO,P8 B 6 A,Reproceso,Falta: Reproceso Pintura,PINTURA: Ray embell mascara | Raspado embell gf post lh y rh,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T09:15:14.157Z,,,,1era Entrega,Rechazado,"Arañado emb máscara delantera
Raspado pta maletera 
Rayaduras embellecedor  guardafangos plh y prh"
,LVTDB11B5VDC01234,X50 1.5L 4X2 5MT CONFORT,PLATA,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,ZONA,13/3/2026,ZONA AASA,PREPARADO,P8 C 8 B,Reproceso,Falta: Reproceso Pintura,PINTURA: Aboll prta post rh | Aboll prta post lh | Grumos filo funda post rh | Qñ filo parachoque post rh | Quiñe en maletera | Qñ prta maletera,REPUESTO: Cromo rayado embell mascar,VARI BIRRAK,,Isla 14,2026-03-13T09:56:31.193Z,,,,3era Entrega,Aceptado,
,LS4ASL2EXTE158461,NEW V7 1.6 MEC PLUS,PLATA,IWAGEN S.A.C.,ADELANTO PDI PUERTO,SUM,LISTOS,13/3/2026,ZONA AASA,NO,TARJA ,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta post LH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:18:34.853Z,,,,,,
,LSCABN3E4TE144523,NEW T3 1.5 MEC CABINA SIMPLE,BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 A 8 E,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Techo externo con oxido LH y rh | Jebe de ventana interior de puerta delantera lh | Filo de puerta delantera lh quiñado | Estribo puerta delantera RH raspado | Piso de tolva con tolva filos raspado y descolorido con oxido | Filo de puerta delantera lh raspado | Cabina con oxido RH y LH | Bisagras y guardafango Lh y RH con oxido | Jebe de moldura de palanca de cambios raspado,REPUESTO: Faro delantero RH LH con rayadura interna,VARI BIRRAK,,Control de calidad,2026-03-13T07:12:50.807Z,,,,,,
,LS4ASL2E1TE158719,NEW V5 1.5 MEC PLUS,AZUL OSCURO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS,13/3/2026,ZONA AASA,NO,R4 2 G,Reproceso,Falta: Reproceso Pintura,PINTURA: Abolladuras en ambas puertas DEL y POST.  LH y RH | Pernos con oxido de llantas  Del. Post. RH y LH,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:41:56.808Z,,,,,,
,LS4ASL2EXTE158802,NEW V5 1.5 MEC PLUS,BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS,13/3/2026,ZONA AASA,PREPARADO,Plataforma 9 11 T,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Puerta maletera al lado lh con abolladura | Filo de puerta piloto y posterior lh con qñs | Interior de copiloto moldura parte baja con raspado | Puerta  delantera interna RH ralladura | Interior de motor con óxido | Moldura de piso lado RH raspado | Filo de puerta posterior RH raspado | Filo de puerta delantera lh raspado | Pantalla central rayada,"REPUESTO: Máscara delantera cromos ,careo y grumos | Logo delantero con careo | Cromo de neblinero delantero lh con careo | Luego posterior lado RH letra b con careo y número 5 faltante | Logo posterior de maletera con desperfectos de fábrica | Aro posterior lh falta tapa de boca masa | Puerta central de guardafango con quiña | Faro posterior LH rayadura interna",VARI BIRRAK,,Pintura,2026-03-13T08:30:50.102Z,,,,1era Entrega,,
,LSCAB33E7TE144536,NEW X5 1.5 MEC DOBLE CABINA,BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Repuestos,PINTURA: Mancha con oxido en prta post rh | Inter de tolva con oxido,REPUESTO: Roto pegatina,VARI BIRRAK,,Isla 20 - 19,2026-03-13T16:19:52.012Z,,,,2da Entrega,Rechazado,"Pegatina reflectora rota compuerta rh y lh
Carrocería con múltiples óxidos
Mancha óxido puerta prh"
,LVTDB21B1TD909450,S07 1.5T 4X2 6DCT B,NEGRO,SUR MOTORS S.A.,VENTA SURMOTORS TR.,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,COLA LAVADO SUM - REINGRESO ,Reproceso,Falta: Reproceso Pintura,PINTURA: Rayaduras en puerta del post RH,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T16:00:26.178Z,1era Entrega,Aceptado,Sin cobertor de equipaje.,,,
,LVTDB21B7TDA08277,S06 1.5T 4X2 6DCT O,PLATA,Altos Andes S.A.C.,EXHIBICION AUTOSHOP,SUM,LISTOS,13/3/2026,ZONA AASA,PREPARADO,B4 5 A,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Puerta delantera lh con abolladura | Aboll prta piloto,REPUESTO: Falta llanta original posterior RH,VARI BIRRAK,,Isla 5,2026-03-13T07:31:52.699Z,,,,,,
,LVTDB21BXTDA08273,S06 1.5T 4X2 6DCT W,BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,B4 5 B,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 20 - 19,2026-03-13T16:19:32.141Z,,,,1era Entrega,,
,LS4ASL2E2TE495237,"NEW V5 1,5 MEC PLUS",BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO GLP,SUM,LISTOS,13/3/2026,ZONA AASA,NO,B3 2 D,Para validar,Completo,PINTURA: Interior d compartimiento d motor con oxido | Int de compartimiento de capot c oxido lado lh y rh | Asiento y cabecera d última fila descolorido | Rayaduras en pantalla de radio,REPUESTO: Falta capot | Emblema careado | Cromo de mascara careado | Caja de gata roto | Falta llanta de repuesto,VARI BIRRAK,,Isla 5,2026-03-13T15:55:37.262Z,,,,,,
,LS4ASL2E7TE495234,NEW V5 1.5 MEC PLUS,GRIS,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,NO,P8 C 14 D,Reproceso,Falta: Reproceso Pintura,PINTURA: Abollado base de portaplaca delantero,REPUESTO: ,VARI BIRRAK,,Isla 5 - 8,2026-03-13T08:49:34.987Z,,,,,,
,LVTDB21B9TD912872,S09 1.6T 4X2 7DCT B,NEGRO,Altos Andes S.A.C.,EXHIBICION GACSA,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 B 3 Q,Reproceso,Falta: Reproceso Pintura,PINTURA: Abollado y Quiñe puerta DRH | Rayado larguero LH,"REPUESTO: Abollado bisel de puerta DLH, PLH",VARI BIRRAK,,Isla 2,2026-03-13T14:48:00.467Z,,,,,,
,LSCABN3E1TE521258,NEW T3 1.5 MEC CABINA SIMPLE,BLANCO,AUTOSHOP PERU S.A.C.,VENTA AUTOSHOP,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 A 6 A,Reproceso,Falta: Reproceso Pintura,PINTURA: Filo de puerta Del LH | Parte baja de puerta  maletera despintado,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:26:16.273Z,,,,,,
,LS4ASL2E4TE520526,"NEW V5 1,5 MEC CONFORT",GRIS OSCURO,SUR MOTORS S.A.,VENTA SUR MOTORS GLP,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 20 - FILA 19,2026-03-13T11:44:50.052Z,,,,1era Entrega,Aceptado,
,LSCAB33E2TE828930,"NEW X5 1,5 MEC DOBLE CABINA",BLANCO,SUR MOTORS S.A.,VENTA SUR MOTORS,SUM,LISTOS - REVISADO,13/3/2026,ZONA AASA,PREPARADO,P8 A 7 A,Reproceso,Falta: Reproceso Pintura,PINTURA: Quiñes en tolva,REPUESTO: ,VARI BIRRAK,,Pintura,2026-03-13T16:21:30.262Z,,,,1era Entrega,Rechazado,
,LVTDB11B5VDC01282,X50 1.5L 4X2 5MT CONFORT,GRIS OSCURO,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P9 B 7 B,Reproceso,Falta: Reproceso Pintura,PINTURA: Moldura de parabrisas LH rayado | Puerta del RH con abolladuras | Moldura de guardafango RH con rayadura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:40:40.984Z,,,,,,
,LVTDB11B7VDC01199,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,13/3/2026,ZONA AASA,NO,PLATAFORMA 8 - 1 K,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,"PINTURA: Raspado en espejo retrovisor RH | Puerta post LH con aboll | Quiñe en filo de puerta piloto, parte baja | Quiñe en embellecedor plata de parachoque post LH","REPUESTO: No funciona botones táctiles, REVISAR | Probar si funciona el aire acondicionado",VARI BIRRAK,,Isla 4,2026-03-13T16:23:07.351Z,,,,,,
,LVTDB11B5VDC01279,X50 1.5L 4X2 5MT CONFORT,GRIS OSCURO,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P9 B 4 B,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta posterior lh con abolladura | Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T07:07:03.577Z,,,,,,
,LVTDB11B3VDC01216,X50 1.5L 4X2 5MT CONFORT,BLANCO,EAFC MAQUISISTEMA S.A.,VENTA MAQUI,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 C 4 E,Reproceso,Falta: Reproceso Pintura,"PINTURA: Rayadura en interior de puerta piloto, parte baja | Abolladura en puerta piloto | Quiñe en filo de puerta del post LH | Rayadura en embellecedor negro de luneta post LH Y RH | Raspado en marco de interior de puerta copiloto",REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:40:26.066Z,,,,,,
,LVTDB11B6VDC01212,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,"VENTA INTER TRUJILLO
",SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 C 8 D,Reproceso,Falta: Reproceso Pintura,PINTURA: Moldura de guardafango posterior RH con ralladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:48:44.830Z,,,,,,
,LVTDB11BXVDC01178,X50 1.5L 4X2 5MT CONFORT,NEGRO,AION S.A.C.,VENTA AION,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 C 4 C,Reproceso,Falta: Reproceso Pintura,PINTURA: Larguero RH con abolladura | Puerta delantera RH con abolladura | Puerta del LH abolladura | Puerta POS LH abollado,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:25:49.405Z,,,,,,
,LVTDB11BXVDC01181,X50 1.5L 4X2 5MT CONFORT,NEGRO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 A 2 G,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta del RH con abolladuras,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:49:02.598Z,,,,,,
,LVTDB11B9VDC01222,X50 1.5L 4X2 5MT CONFORT,BLANCO,AION S.A.C.,VENTA AION,SUM,LISTOS,13/3/2026,ZONA AASA,NO,#REF!,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T07:05:54.779Z,,,,,,
,LVTDB11B7VDC01221,X50 1.5L 4X2 5MT CONFORT,BLANCO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 B 6 L,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera lh con abolladura,REPUESTO: ,VARI BIRRAK,,"Mapeado, pero sin zona",2026-03-13T07:18:06.450Z,,,,,,
,LVTDB11B9VDC01169,X50 1.5L 4X2 5MT CONFORT,NEGRO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P9 B 5 B,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta Del LH (ext/Int) Abolladura en puerta externa Moldura interna rayada Obs Adicionales:  | Moldura interna de puerta delantera lh raspado | Estribo puerta delantera RH quiñado | Tratamiento para pintura,REPUESTO: ,VARI BIRRAK,,Isla 4,2026-03-13T07:06:00.586Z,,,,,,
,LVTDB11B6VDC01274,X50 1.5L 4X2 5MT CONFORT,PLATA,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P8 C 4 D,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta maletera con desperfecto | Puerta del RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:18:22.048Z,,,,,,
,LVTDB11B9VDC01172,X50 1.5L 4X2 5MT CONFORT,NEGRO,INTERAMERICANA TRUJILLO SOCIEDAD ANONIMA,VENTA INTER TRUJILLO,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P9 B 6 C,Reproceso,Falta: Reproceso Pintura,PINTURA: Guardafango delantero LH ABOLLADO | Grumo grande en estribo piloto | Puerta copiloto con abolladura | Tratamiento de pintura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:18:27.353Z,,,,,,
,LVTDB11B8VDC01258,X50 1.5L 4X2 5MT CONFORT,PLATA,AION S.A.C.,VENTA AION,SUM,LISTOS,13/3/2026,ZONA AASA,NO,P9 B 3 C,Reproceso,Falta: Reproceso Pintura,PINTURA: Puerta delantera RH con abolladura,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T18:38:12.338Z,,,,,,
,9BWCH6CH7TP002503,NIVUS COMFORTLINE 170 TSI MEC,NEGRO NINJA,PERUANA DE MOTORES H.G. S.A.C. - PERUMOTOR H.G. S.A.C.,PERUANA DE MOTORES H.G. S.A.C. - PERUMOTOR H.G. S.A.C. | Fecha de entrega: Feb 25 2026 9:05AM,SUM,LISTOS - REVISADO,13/3/2026,ZONA EMSA,PREPARADO,C4 1 A,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:28:53.129Z,,,,1era Entrega,,
,WVGZZZCA8SC543440,"TERAMONT PREMIUM 370TSI, 2.0L, 4MOTION",ROJO AURORA,IWAGEN S.A.C.,IWAGEN S.A.C. | Fecha de entrega: Feb 20 2026 8:35AM,SUM,LISTOS,13/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Pintura,PINTURA: Asiento post LH rasgado  con  hueco,REPUESTO: ,VARI BIRRAK,,Isla 5,2026-03-13T07:23:56.937Z,,,,,,
,9BWBH6DF2TT334090,TERA COMFORT 165 TSI 1.0L TIP,NEGRO NINJA,EURO MOTORS S.A.,adelanto pdi - VENTA MANNUCCI,SUM,LISTOS - REVISADO,13/3/2026,ZONA EMSA,PREPARADO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:27:31.031Z,,,,1era Entrega,,
,9BWJL45U1TP040524,SAVEIRO EXTREME CD 1.6 MEC,GRIS PIEDRA,EURO MOTORS S.A.,EXH SURMOTORS AREQUIPA,SUM,LISTOS - REVISADO,13/3/2026,ZONA EMSA,NO,COLA DE LAVADO SUM ,Listo,Completo,PINTURA: ,REPUESTO: ,VARI BIRRAK,,Isla 14,2026-03-13T07:26:17.719Z,,,,1era Entrega,,
,3VVLP6RM7TM002493,"TIGUAN LIFE PLUS 250TSI, 1.4L, 2WD",NEGRO PERLADO,INTERAMERICANA NORTE S.A.C.,adelanto pdi - VENTA INTER NORTE,SUM,LISTOS - REVISADO,13/3/2026,ZONA EMSA,PREPARADO,COLA DE LAVADO SUM ,Reproceso,Falta: Reproceso Pintura y Reproceso Repuestos,PINTURA: Ray inter gf post lh | Rays embell tablero lh | Embellecedores rayados,REPUESTO: Logo de puerta maletero flojo | Cromoss rayados,VARI BIRRAK,,Isla 20,2026-03-13T15:20:48.043Z,,,,1era Entrega,Rechazado,"Logo puerta maletera flojo rh
Embellecedor ventanas manchado"
